C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl,1,,C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2,1,,COC1=CC=CC=C1C=O,0,,C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,1,,C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C.[Br-],0,,CCOC(C(=O)C1=CC=CC=C1)OCC,0,,C1=CC(=CC2=C1C=CN2S(=O)(=O)C3=C(SC=C3)C(=O)O)F,1,,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,0
CCCCCCCCCCCCCCCC(=O)OC[C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O,1,,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N(CC(=O)O)C2CC3=CC=CC=C3C2.Cl,0,,COC(=O)/C=C/C1=CC=CC=C1,0,,CCCCCCCCCCCC1=C(C(=O)C=C(C1=O)O)O,0,,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl,0,,O=[Cd],0,,CC1=CC2=C(C=C1)N(C=C2)S(=O)(=O)C3=CC=CC=C3C(=O)O,0,,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,0
CN1CCC(=C2C3=CC=CC=C3SC4=CC=CC=C42)CC1.C(=C\C(=O)O)\C(=O)O,1,,CCN(CC)CCNC(=O)C1=CC=C(C=C1)NC(=O)C.Cl,0,,CCCCOC(=O)CCS,1,,CC1CN(CCN1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F,0,,CCCCCCCCCCCCC1=CC=CC=C1O,1,,CCN(CC)C(=O)SCC1=CC=C(C=C1)Cl,1,,C1=CC=C(C(=C1)C(=O)O)S(=O)(=O)N2C=CC3=C2C=CC=C3F,1,,C1=CC=C2C(=C1)C=CC(=O)O2,1
CC(C)CCCC(C)CCO,0,,C1=CC=C2C3=C4C(=CC=C3)C5=CC=CC=C5C4=CC2=C1,1,,C1=CC=[N+](C(=C1)[S-])[O-].C1=CC=[N+](C(=C1)[S-])[O-].[Zn+2],1,,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]2CC[C@]4([C@@H]3CC[C@]4(C)O)C,0,,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,1,,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)N=CN3CCCCCC3)C(=O)O)C,0,,C1=CC=C(C(=C1)C(=O)O)S(=O)(=O)N2C=CC3=C2C=CC(=C3)Br,0,,CC(=O)O[C@@H]1[C@@H](SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC,1
CC(=C)C=C,0,,C1=CC=C(C(=C1)O)O,1,,CC(=CCC/C(=C/COC(=O)C)/C)C,0,,COC1=CC=C(C=C1)C2=C(C3=C(O2)C=C(C=C3)OC)C(=O)C4=CC=C(C=C4)C#N,1,,C/C=C/C(=O)O,0,,C1=CC(=C(C(=C1)C(=O)O)C(=O)O)C(=O)O,0,,COC1=CC=CC2=C1C=CN2S(=O)(=O)C3=CC=CC=C3C(=O)O,0,,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,1
CCCCCCCCCCCCOC(=O)C1=CC(=C(C(=C1)O)O)O,1,,CC(C(=O)O)OC1=C(C=CC(=C1)Cl)Cl,0,,C1CCC(CC1)N=C=O,0,,C1C2=CC(=C(C=C2C3C1(COC4=C3C=CC(=C4O)O)O)O)O,1,,C[C@@H]1CC2=CC(=O)CC[C@@H]2[C@@H]3[C@@H]1[C@@H]4CC[C@]([C@]4(CC3)C)(C)O,0,,CCC(CO)(COCC=C)COCC=C,0,,COC1=CC2=C(C=C1)C=CN2S(=O)(=O)C3=CC=CC=C3C(=O)O,1,,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,0
CC1CC(=O)NN=C1C2=CC=C(C=C2)NCC(C)(C)NCC(COC3=C(C=CC(=C3)Cl)C#N)O,0,,CNC(=O)NC1=CC(=C(C=C1)Cl)Cl,1,,C[C@@H]1CN(CCN1[C@H](COC)C2=CC=C(C=C2)C(F)(F)F)C3(CCN(CC3)C(=O)C4=C(N=CN=C4C)C)C.C(=C\C(=O)O)\C(=O)O,0,,CCC1=CC=C(C=C1)OCC2=CC=CC=C2C(=O)NC3=CC4=C(C=C(N=C4C=C3)C)N,1,,COC(=O)C1=CC=CC=C1O,0,,CCC(=O)/C=C/C1=CC=C(C=C1)OC,1,,C1=CC=C2C(=C1)C3=CC=CC=C3N2CC(=O)O,0,,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,1
C1=CC(=CC=C1O)O,0,,CC1=NC=C(C(=C1O)CO)CSSCC2=CN=C(C(=C2CO)O)C.Cl.Cl,0,,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,1,,C1=CC(=CC=C1C2=C(N3C=CSC3=N2)C=NOCC4=CC(=C(C=C4)Cl)Cl)Cl,1,,C1CC2=C(C=CC(=C2)F)O[C@H]1[C@H](CNC[C@@H]([C@@H]3CCC4=C(O3)C=CC(=C4)F)O)O.Cl,1,,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,1,,C1=CC=C2C(=C1)C3=CC=CC=C3N2CCC(=O)O,1,,CC1=C(N=CN1)CSCCNC(=NC)NC#N,1
CC1=CC(=CC(=C1N(C)C)C)OC(=O)NC,0,,CCCCCCC,0,,CN(C)S(=O)(=O)C1=CC=C(C=C1)OP(=S)(OC)OC,1,,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=C4C=CC(=CC4=CC(=C3O)S(=O)(=O)[O-])S(=O)(=O)[O-],1,,CC1=C[C@@H]2[C@H](CC[C@]3([C@H]2CC(=C)[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C,0,,C1=CC=C2C=C3C4=CC=CC5=C4C(=CC=C5)C3=CC2=C1,1,,C1=CC=C2C(=C1)C3=CC=CC=C3N2S(=O)(=O)C4=CC=CC=C4C(=O)O,1,,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl,0
CN(C)[C@@H](CCOC1=CC=CC2=CC=CC=C21)C3=CC=CC=C3,1,,CC1=C(C(=CC=C1)C)NC(=O)CN2CCCC2,0,,CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,1,,C1=CC=C2C(=C1)N=C3C(=CC(=O)C4=C3C(=O)C=C(N4)C(=O)[O-])O2,1,,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],1,,C1=CC(=C(C=C1Cl)Cl)O,1,,COC1=CC2=C(C=C1)N(C=C2)S(=O)(=O)C3=C(SC=C3)C(=O)O,1,,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,0
CC\1=C(C2=C(/C1=C\C3=CC=C(C=C3)S(=O)(=O)C)C=CC(=C2)F)CC(=O)O,0,,[CH-]1C=CC=C1.[CH-]1C=CC=C1.[Cr+2],0,,CC(C(=O)O)OC1=C(C=CC(=C1)Cl)Cl,1,,C[C@H](CSC(=O)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)O,0,,CCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,1,,CNC(=O)NC,0,,CC1=CC2=C(C=C1)N(C=C2)S(=O)(=O)C3=C(SC=C3)C(=O)O,1,,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,0
C1=CC=C(C=C1)C(=O)OCC(COC(=O)C2=CC=CC=C2)(COC(=O)C3=CC=CC=C3)COC(=O)C4=CC=CC=C4,0,,CC(C)C1=CC=C(C=C1)OP(=O)(OC2=CC=C(C=C2)C(C)C)OC3=CC=C(C=C3)C(C)C,1,,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O.O.O,1,,C[C@H](C=C[C@H](C)C(C)C)[C@H]1CC[C@@H]2[C@@]1(CCCC2=CC=C3C[C@H](C[C@@H](C3=C)O)O)C,1,,C1=CC(=NC(=C1)N)N,0,,CC(=CCOC(=O)C)C,0,,CC1=CC2=C(C=C1)C=CN2S(=O)(=O)C3=C(SC=C3)C(=O)O,1,,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,0
C[Hg]Cl,1,,CC1=CC2=NNN=C2C=C1,0,,CC(C)C1=CC2=CC[C@@H]3[C@@]([C@H]2CC1)(CCC[C@@]3(C)C(=O)[O-])C.[Na+],1,,CC1=CC=CC=C1C(=O)NC2=CC(=C(C=C2)C(=O)N3CCCC(C4=C3C=CC(=C4)Cl)O)C,1,,CN(C)C1=CC=C(C=C1)N=O,1,,CC(C)C1=C(C(=C(C(=N1)C(C)C)COC)C2=CC=C(C=C2)F)/C=C/[C@H](C[C@H](CC(=O)[O-])O)O.[Na+],1,,C1=CC=C2C(=C1)C3=CC=CC=C3N2CCCC(=O)O,1,,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O,0
C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CCl)O)O)CCl)O)O)Cl)O,0,,C1CCC(CC1)C2CCC(=O)CC2,0,,CCCCCCC(C)(C)S,1,,CC(C)(C)NCC(=O)NC1=CC(=C2C[C@@H]3C[C@H]4[C@@H](C(=O)C(=C([C@]4(C(=O)C3=C(C2=C1O)O)O)O)C(=O)N)N(C)C)N(C)C,1,,CCSCC1=CC=CC=C1OC(=O)NC,0,,C=CCN1CC[C@]23CCCC[C@H]2[C@H]1CC4=C3C=C(C=C4)O,0,,C1=CC=C2C(=C1)C3=CC=CC=C3N2CCCCC(=O)O,1,,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,1
C(=S)(N)N,0,,C1=CC(=CN=C1)CCl.Cl,0,,CC(C1=CC=C(C=C1)C(=O)C2=CC=CS2)C(=O)O,1,,C1CN(CCN1CCCC(=O)NC2C3=CC=CC=C3CSC4=CC=CC=C24)C5=CC=C(C=C5)F,1,,C1=CC(=CC=C1C(=O)NCCC(=O)O)N=NC2=CC(=C(C=C2)O)C(=O)O,0,,CC(C(=O)O)O,0,,CC1=CN(C2=CC=CC=C12)S(=O)(=O)C3=C(SC=C3)C(=O)O,1,,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,0
CC(C)CCCCCCCOP(=O)(OC1=CC=CC=C1)OC2=CC=CC=C2,1,,CC1=CC(=NC(=N1)NC2=CC=CC=C2)C3CC3,1,,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],1,,C1CC12CN(C[C@@H]2N)C3=C(C=C4C(=C3Cl)N(C=C(C4=O)C(=O)O)C5C[C@@H]5F)F,0,,C[C@H](/C=C/[C@H](C1CC1)O)[C@H]2CC[C@@H]\3[C@@]2(CCC/C3=C\C=C\4/C[C@H](C[C@@H](C4=C)O)O)C,1,,C[C@H](C(=O)O)N,0,,CC1=C2C=CN(C2=CC=C1)S(=O)(=O)C3=C(SC=C3)C(=O)O,1,,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,0
CC[Sn](CC)(CC)Br,1,,CCCC1=C(C=CC(=C1O)C(=O)C)OCCCOC2=CC=C(C=C2)OCC(=O)O,0,,CCC(C)(C)C1=CC(=C(C=C1O)C(C)(C)CC)O,1,,C1C(O[C@H](O1)CO)N2C=CC(=NC2=O)N,0,,C1C[C@@H](O[C@@H]1CO)N2C=CC(=NC2=O)N,0,,CC(C)(C)NC[C@@H](C1=C(C=C(C=C1)O)Cl)O,0,,COC1=CC=CC2=C1C=CN2S(=O)(=O)C3=C(SC=C3)C(=O)O,0,,C1=CC(=CC=C1C(=O)NCC(=O)O)N,0
CN(C[C@@H](CC[N+]12CCC(CC1)(CC2)C3CCCCC3)C4=CC(=C(C=C4)Cl)Cl)C(=O)C5=CC(=CC(=C5)C(F)(F)F)C(F)(F)F.CS(=O)(=O)[O-],1,,CC[C@]12CC[C@H]3[C@H]([C@@H]1C=C[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,0,,C1=CC(=CC=C1Br)Br,0,,COC1=C2C(=CC(=C1N3C[C@@H]4CCCN[C@H]4C3)F)C(=O)C(=CN2C5CC5)C(=O)O.O.Cl,0,,CC(=O)NC1=CC=C(C=C1)C(=O)CCl,1,,C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O,0,,C1=CC=C2C(=C1)C3=CC=CC=C3N2S(=O)(=O)C4=C(SC=C4)C(=O)O,1,,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,0
C1=CC(=CC=C1NC(=O)C2=C(C(=CC(=C2)Br)Br)O)Br,1,,CCN(CC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,0,,CCOC(=O)CCC1=CC=CC=C1,0,,CC1=NC2=C(C=C(C=C2)CN(C)C3=CC=C(S3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)N1,0,,C[NH+](C)CCC(C1=CC=CC=C1)C2=CC=CC=[NH+]2.C(=C\C(=O)[O-])\C(=O)[O-],0,,CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=CC=C2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@@H](C(S4)(C)C)C(=O)[O-].[Na+],0,,C1=CC=C2C(=C1)C(=CN2S(=O)(=O)C3=CC=CC=C3C(=O)O)CC(=O)N,0,,C1=CN=CC=C1C(=O)NN,0
C1=C(C=C(C(=C1[N+](=O)[O-])N)Br)[N+](=O)[O-],0,,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,0,,CCCCCCCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,0,,C1[C@H]2C[C@@H]2N([C@H]1C#N)C(=O)[C@H](C34CC5CC(C3)CC(C5)(C4)O)N,0,,CCC[N+]1(CCCC1)C.[Cl-],0,,CNCC1=CC=C(C=C1)NC(=O)C2=CNC3=C2C(=O)CCC3,1,,C1=CC=C2C(=C1)C(=CN2S(=O)(=O)C3=C(SC=C3)C(=O)O)CC(=O)N,0,,C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,0
CC(=CCC/C(=C/CC/C(=C/CO)/C)/C)C,1,,CC1=C(C2=C(C=C1)C(=O)C3=CC=CC=C3C2=O)N,1,,CC(C)(C)/C(=N\OC(=O)NC)/CSC,0,,C[C@]([C@H]1C[C@@]23CC[C@@]1([C@H]4[C@@]25CCN([C@H]3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)(C(C)(C)C)O.Cl,1,,C1CC1NC2=NC(=NC(=N2)N)N,0,,CN(C)C1=CC=C(C=C1)N(C)C,1,,,,,CC[N+](CC)(CC)CC,1
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CCCC[C@H]34,1,,C1=CC=C(C=C1)C2=NNN=N2,0,,CC1C(=NC(O1)C)C,0,,CC1=CC(=C(N1C2=CC=C(C=C2)F)C)C(=O)CN3CCCC3,1,,CC1=C(C=C(C(=O)N1)C#N)C2=CN3C=CN=C3C=C2.Cl,0,,CC(C)OP(=O)(C)OC(C)C,0,,,,,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,0
C1=CC(=CC(=C1)NC(=O)C2=C(C(=CC(=C2)Br)Br)O)C(F)(F)F,1,,C1=CC(=NC(=C1)Cl)C(Cl)(Cl)Cl,0,,CCCCCCCCN,0,,CC1=CN=C(N1)C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)Cl)NCCNC4=NC=C(C=C4)C#N,1,,CC1=C(C=CC(=C1)SCC2=C(N=C(S2)C3=CC(=C(C=C3)C(F)(F)F)F)C)OCC(=O)O,1,,C1=CC(=C[N+](=C1)[O-])C(=O)O,0,,,,,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,0
COC(=O)C1=C(N=C(C(=N1)Cl)Cl)N,1,,C1=CC=C2C(=C1)N=CC(=N2)NS(=O)(=O)C3=CC=C(C=C3)N,0,,[N+](=O)([O-])[O-].[K+],0,,CC1=C(C(=NN1CC2=CC=CC=C2Cl)C)CN(C)CC(COC3=CC=C(C=C3)Cl)O,1,,C1=CC=C(C(=C1)N)Cl,0,,CCOC(=O)CCCCCCCCC=C,0,,,,,CN(CCC1=CC=C(C=C1)NS(=O)(=O)C)CCOC2=CC=C(C=C2)NS(=O)(=O)C,0
CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O.CS(=O)(=O)O,0,,CN(C)C1=CC=C(C=C1)CC2=CC=C(C=C2)N(C)C,1,,CC(C)C(=O)C1=CC=CC=C1,0,,CNC1CCN(CC1)C(CC2=CC(=CC=C2)C3=CC=NC=C3)C(=O)C4=C(C5=C(C=CC(=C5S4)F)F)Cl,1,,C/C(=C\C1=CC=CC=C1)/[N+](=O)[O-],1,,CC(CCC=C(C)C)CC(=O)O,0,,,,,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC,0
CC1=C2C=CC3=CC=CC=C3C2=C(C4=CC=CC=C14)C,1,,CN1CCOCC1,0,,C=CC(=O)OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,1,,CCN(CCCO)CCCOC1=CC2=C(C=C1)C(=NC=N2)NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F,0,,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],1,,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=C(N=C32)Cl)N)CO)O,1,,,,,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,0
CC[S+](C)CC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0,,C(CCCC(=O)O)CCCC(=O)O,0,,CCC(C)C(=O)O,0,,CC1([C@H](N(CCS1)S(=O)(=O)C2=CC=C(C=C2)OCC#CCO)C(=O)NO)C,1,,CC(C)[C@@]1(CC[C@H](C1)[NH2+][C@H]2CCOC[C@H]2OC)C(=O)N3CCC4=C(C3)C=C(C=N4)C(F)(F)F.C(CC(=O)[O-])C(=O)O,0,,C1CCCCCC(=O)NCCCCC1,1,,,,,C[C@H](CN1C=NC2=C(N=CN=C21)N)OCP(=O)(O)O,0
C1=CC=C(C=C1)CNC(=O)CCCl,0,,CC(COP(=O)(OCC(C)Cl)OCC(C)Cl)Cl,1,,C1CC(=O)NC1=O,0,,CC(C)OC(=O)C1=CN(CC(C2=C1NC3=CC=CC=C32)(C)C)C(=O)C4=CC(=C(C=C4)F)F,1,,C1CCC(C1)N(CC2=CC=C(C=C2)Cl)C(=O)NC3=CC=CC=C3,1,,CC(C)(C)C1=CC=CC=C1O,0,,,,,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,1
CC1=CC=C(C=C1)OC(=O)C,0,,C1=CC=C(C=C1)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3,1,,C1CN(CCN1C[C@H](COC2=CC=CC3=C2C=CC=N3)O)C4C5=CC=CC=C5[C@H]6[C@H](C6(F)F)C7=CC=CC=C47.Cl.Cl.Cl,1,,CC[C@@H](C)[C@@H](C(=O)N1CCC2(CCC3=CC=CC=C32)CC1)NC(=O)[C@H](CC4CCCCC4)NC(=O)C5=CC=NO5,1,,COP(=O)(OC)OC(C(Cl)(Cl)Br)Br,1,,CCCCCCCCCCCCCBr,0,,,,,CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31,1
CC(C)C1(C(=O)NC(=N1)C2=C(C=CC=N2)C(=O)O)C,0,,C([C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@@H]([C@@H]([C@H]7O)O)O[C@@H]8[C@H](O[C@H](O2)[C@@H]([C@H]8O)O)CO)CO)CO)CO)CO)CO)O)O)O,0,,CC1=C(C2=CC=CC=C2C=C1)[N+](=O)[O-],0,,C1CC2=C(C1)NN=C2C3=NNN=N3,0,,C1=CC2=NNN=C2C=C1,0,,CC1=NC=C(C=N1)[C@@H](CCCCCCC2=NC3=C(CCCN3)C=C2)CC(=O)O,0,,,,,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,0
